match_id,date,season,team,opponent,player,minute,x,y,result,situation,shot_type
26,2025-09-16,2025-26,Liverpool,Manchester United,Alisson,23,95.0,53.66,missed,open_play,right_foot
26,2025-09-16,2025-26,Liverpool,Manchester United,Dominic Szoboszlai,60,76.99,51.28,missed,free_kick,bicycle_kick
26,2025-09-16,2025-26,Liverpool,Manchester United,Diogo Jota,19,68.87,26.52,blocked,corner,header
26,2025-09-16,2025-26,Liverpool,Manchester United,Trent Alexander-Arnold,69,67.56,26.47,missed,open_play,right_foot
26,2025-09-16,2025-26,Liverpool,Manchester United,Andy Robertson,55,80.86,64.45,blocked,corner,header
26,2025-09-16,2025-26,Liverpool,Manchester United,Cody Gakpo,42,71.87,65.35,missed,free_kick,bicycle_kick
26,2025-09-16,2025-26,Liverpool,Manchester United,Alexis Mac Allister,15,95.0,17.87,goal,open_play,bicycle_kick
27,2025-09-16,2025-26,Manchester City,PSV Eindhoven,Jack Grealish,64,87.87,37.95,missed,corner,left_foot
27,2025-09-16,2025-26,Manchester City,PSV Eindhoven,Phil Foden,90,80.59,43.11,missed,corner,header
27,2025-09-16,2025-26,Manchester City,PSV Eindhoven,John Stones,36,77.34,22.71,goal,free_kick,bicycle_kick
27,2025-09-16,2025-26,Manchester City,PSV Eindhoven,Kyle Walker,52,72.21,39.49,blocked,open_play,header
27,2025-09-16,2025-26,Manchester City,PSV Eindhoven,Kevin De Bruyne,26,72.21,68.11,saved,open_play,right_foot
27,2025-09-16,2025-26,Manchester City,PSV Eindhoven,Kevin De Bruyne,14,84.65,41.39,goal,counter_attack,header
27,2025-09-16,2025-26,Manchester City,PSV Eindhoven,Ilkay Gündogan,30,69.45,43.35,blocked,counter_attack,header
27,2025-09-16,2025-26,Manchester City,PSV Eindhoven,Julián Álvarez,86,69.17,60.46,missed,open_play,bicycle_kick
27,2025-09-16,2025-26,Manchester City,PSV Eindhoven,Phil Foden,55,78.6,86.23,blocked,open_play,left_foot
27,2025-09-16,2025-26,Manchester City,PSV Eindhoven,Kevin De Bruyne,37,90.85,36.41,missed,free_kick,right_foot
27,2025-09-16,2025-26,Manchester City,PSV Eindhoven,Mateo Kovačić,21,92.68,34.21,goal,counter_attack,left_foot
27,2025-09-16,2025-26,Manchester City,PSV Eindhoven,Kevin De Bruyne,17,63.94,25.77,goal,counter_attack,bicycle_kick
27,2025-09-16,2025-26,Manchester City,PSV Eindhoven,Mateo Kovačić,90,73.7,60.66,missed,free_kick,right_foot
27,2025-09-16,2025-26,Manchester City,PSV Eindhoven,Erling Haaland,56,83.03,36.32,saved,free_kick,right_foot
27,2025-09-16,2025-26,Manchester City,PSV Eindhoven,Kevin De Bruyne,59,70.78,62.38,missed,corner,header
27,2025-09-16,2025-26,Manchester City,PSV Eindhoven,Ilkay Gündogan,86,43.37,75.28,missed,open_play,right_foot
27,2025-09-16,2025-26,Manchester City,PSV Eindhoven,Ruben Dias,67,73.2,67.47,saved,counter_attack,bicycle_kick
27,2025-09-16,2025-26,Manchester City,PSV Eindhoven,Erling Haaland,62,81.73,33.76,missed,open_play,right_foot
27,2025-09-16,2025-26,Manchester City,PSV Eindhoven,Erling Haaland,20,55.1,60.7,blocked,counter_attack,right_foot
27,2025-09-16,2025-26,PSV Eindhoven,Manchester City,Sergei Milinković-Savić,63,92.56,20.87,goal,corner,right_foot
27,2025-09-16,2025-26,PSV Eindhoven,Manchester City,Sergei Milinković-Savić,9,69.78999999999999,70.48,goal,open_play,right_foot
27,2025-09-16,2025-26,PSV Eindhoven,Manchester City,André Ramalho,6,70.27,46.26,blocked,open_play,bicycle_kick
27,2025-09-16,2025-26,PSV Eindhoven,Manchester City,Hirving Lozano,79,73.53,0.0,missed,counter_attack,bicycle_kick
27,2025-09-16,2025-26,PSV Eindhoven,Manchester City,Luuk de Jong,79,64.35,64.83,missed,counter_attack,bicycle_kick
27,2025-09-16,2025-26,PSV Eindhoven,Manchester City,Ismael Saibari,40,69.51,58.55,saved,open_play,right_foot
27,2025-09-16,2025-26,PSV Eindhoven,Manchester City,Yorbe Vertessen,69,90.66,30.79,missed,counter_attack,left_foot
27,2025-09-16,2025-26,PSV Eindhoven,Manchester City,Xavi Simons,5,65.25,22.25,missed,open_play,left_foot
27,2025-09-16,2025-26,PSV Eindhoven,Manchester City,Joey Veerman,17,76.3,24.33,goal,counter_attack,header
27,2025-09-16,2025-26,PSV Eindhoven,Manchester City,André Ramalho,29,80.89,35.94,saved,open_play,header
27,2025-09-16,2025-26,PSV Eindhoven,Manchester City,Yorbe Vertessen,14,88.34,67.88,blocked,open_play,right_foot
28,2025-09-26,2025-26,Borussia Dortmund,Bayern Munich,Julian Bruma,60,81.75,27.47,goal,penalty,left_foot
28,2025-09-26,2025-26,Borussia Dortmund,Bayern Munich,Jadon Sancho,26,73.04,40.61,saved,open_play,bicycle_kick
28,2025-09-26,2025-26,Borussia Dortmund,Bayern Munich,Karim Adeyemi,18,83.81,48.06,missed,open_play,right_foot
28,2025-09-26,2025-26,Borussia Dortmund,Bayern Munich,Marco Reus,16,72.62,64.95,goal,counter_attack,left_foot
28,2025-09-26,2025-26,Borussia Dortmund,Bayern Munich,Marco Reus,28,71.36,60.71,blocked,free_kick,left_foot
28,2025-09-26,2025-26,Borussia Dortmund,Bayern Munich,Ian Maatsen,71,83.89,26.86,blocked,open_play,bicycle_kick
28,2025-09-26,2025-26,Borussia Dortmund,Bayern Munich,Julian Bruma,60,73.45,73.45,saved,open_play,bicycle_kick
28,2025-09-26,2025-26,Borussia Dortmund,Bayern Munich,Niklas Süle,82,88.47,50.49,missed,counter_attack,right_foot
28,2025-09-26,2025-26,Borussia Dortmund,Bayern Munich,Marco Reus,38,67.67,71.53,saved,corner,header
28,2025-09-26,2025-26,Borussia Dortmund,Bayern Munich,Julian Bruma,35,88.21,28.03,saved,counter_attack,left_foot
28,2025-09-26,2025-26,Borussia Dortmund,Bayern Munich,Felix Passlack,3,46.99,89.89,blocked,free_kick,header
28,2025-09-26,2025-26,Borussia Dortmund,Bayern Munich,Gregor Kobel,52,68.55,81.14,blocked,counter_attack,right_foot
28,2025-09-26,2025-26,Borussia Dortmund,Bayern Munich,Marco Reus,77,84.63,40.7,blocked,free_kick,header
28,2025-09-26,2025-26,Borussia Dortmund,Bayern Munich,Emre Can,65,77.83,40.35,blocked,counter_attack,right_foot
28,2025-09-26,2025-26,Borussia Dortmund,Bayern Munich,Jérôme Azcona,16,81.32,49.55,saved,open_play,right_foot
28,2025-09-26,2025-26,Borussia Dortmund,Bayern Munich,Gregor Kobel,31,62.28,29.99,saved,open_play,left_foot
28,2025-09-26,2025-26,Borussia Dortmund,Bayern Munich,Mats Hummels,41,45.89,15.98,missed,penalty,header
28,2025-09-26,2025-26,Borussia Dortmund,Bayern Munich,Emre Can,58,73.24,35.41,missed,penalty,header
28,2025-09-26,2025-26,Borussia Dortmund,Bayern Munich,Julian Bruma,26,79.02,70.94,missed,corner,right_foot
28,2025-09-26,2025-26,Bayern Munich,Borussia Dortmund,Harry Kane,32,84.4,63.11,saved,corner,bicycle_kick
28,2025-09-26,2025-26,Bayern Munich,Borussia Dortmund,Matthijs de Ligt,90,80.16,39.07,goal,open_play,right_foot
28,2025-09-26,2025-26,Bayern Munich,Borussia Dortmund,Jamal Musiala,51,53.37,29.88,goal,corner,header
28,2025-09-26,2025-26,Bayern Munich,Borussia Dortmund,Harry Kane,35,85.51,35.91,goal,open_play,bicycle_kick
28,2025-09-26,2025-26,Bayern Munich,Borussia Dortmund,Serge Gnabry,45,79.07,38.76,saved,counter_attack,left_foot
28,2025-09-26,2025-26,Bayern Munich,Borussia Dortmund,Matthijs de Ligt,25,74.35,69.92,saved,free_kick,bicycle_kick
28,2025-09-26,2025-26,Bayern Munich,Borussia Dortmund,Manuel Neuer,42,83.37,88.4,saved,open_play,left_foot
28,2025-09-26,2025-26,Bayern Munich,Borussia Dortmund,Kingsley Coman,80,63.75,34.71,blocked,corner,bicycle_kick
28,2025-09-26,2025-26,Bayern Munich,Borussia Dortmund,Héctor Bellerín,23,77.0,58.19,saved,counter_attack,left_foot
28,2025-09-26,2025-26,Bayern Munich,Borussia Dortmund,Leon Goretzka,80,48.38,30.63,blocked,free_kick,header
28,2025-09-26,2025-26,Bayern Munich,Borussia Dortmund,Leon Goretzka,41,67.34,57.01,goal,penalty,bicycle_kick
28,2025-09-26,2025-26,Bayern Munich,Borussia Dortmund,Manuel Neuer,26,65.11,25.38,saved,penalty,right_foot
28,2025-09-26,2025-26,Bayern Munich,Borussia Dortmund,Dayot Upamecano,76,66.0,50.2,missed,open_play,right_foot
28,2025-09-26,2025-26,Bayern Munich,Borussia Dortmund,Héctor Bellerín,75,64.22,34.21,goal,corner,header
28,2025-09-26,2025-26,Bayern Munich,Borussia Dortmund,Matthijs de Ligt,57,78.22,45.55,missed,free_kick,bicycle_kick
28,2025-09-26,2025-26,Bayern Munich,Borussia Dortmund,Leroy Sané,23,60.43,36.17,goal,open_play,right_foot
28,2025-09-26,2025-26,Bayern Munich,Borussia Dortmund,Kingsley Coman,48,74.26,34.94,goal,open_play,header
28,2025-09-26,2025-26,Bayern Munich,Borussia Dortmund,Serge Gnabry,34,95.0,48.59,goal,counter_attack,right_foot
28,2025-09-26,2025-26,Bayern Munich,Borussia Dortmund,Noussair Mazraoui,71,68.65,52.6,goal,free_kick,right_foot
29,2025-09-24,2025-26,Arsenal,Inter Milan,Granit Xhaka,35,77.87,58.31,blocked,open_play,left_foot
29,2025-09-24,2025-26,Arsenal,Inter Milan,Gabriel Magalhaes,22,67.62,36.84,missed,open_play,left_foot
29,2025-09-24,2025-26,Arsenal,Inter Milan,Ben White,3,68.48,47.52,missed,counter_attack,header
29,2025-09-24,2025-26,Arsenal,Inter Milan,Declan Rice,37,95.0,33.43,goal,penalty,left_foot
29,2025-09-24,2025-26,Arsenal,Inter Milan,William Saliba,29,64.93,55.18,missed,open_play,right_foot
29,2025-09-24,2025-26,Arsenal,Inter Milan,William Saliba,61,69.56,45.97,blocked,free_kick,bicycle_kick
29,2025-09-24,2025-26,Arsenal,Inter Milan,William Saliba,9,86.05,62.3,missed,open_play,header
29,2025-09-24,2025-26,Arsenal,Inter Milan,Gabriel Magalhaes,89,81.58,50.2,saved,free_kick,bicycle_kick
29,2025-09-24,2025-26,Arsenal,Inter Milan,William Saliba,1,57.51,58.76,goal,counter_attack,bicycle_kick
29,2025-09-24,2025-26,Arsenal,Inter Milan,Granit Xhaka,30,55.45,57.33,saved,free_kick,left_foot
29,2025-09-24,2025-26,Arsenal,Inter Milan,Declan Rice,16,70.84,41.07,missed,counter_attack,right_foot
29,2025-09-24,2025-26,Arsenal,Inter Milan,William Saliba,67,91.84,78.95,saved,open_play,header
29,2025-09-24,2025-26,Arsenal,Inter Milan,Declan Rice,43,74.65,53.44,goal,free_kick,left_foot
29,2025-09-24,2025-26,Arsenal,Inter Milan,Kai Havertz,20,56.15,34.05,missed,open_play,header
29,2025-09-24,2025-26,Arsenal,Inter Milan,Ben White,38,75.77,23.95,saved,open_play,right_foot
29,2025-09-24,2025-26,Arsenal,Inter Milan,Jurrien Timber,17,82.64,66.38,missed,penalty,bicycle_kick
29,2025-09-24,2025-26,Arsenal,Inter Milan,Leandro Trossard,5,95.0,52.95,missed,free_kick,right_foot
29,2025-09-24,2025-26,Arsenal,Inter Milan,Bukayo Saka,1,59.28,44.58,saved,open_play,right_foot
29,2025-09-24,2025-26,Arsenal,Inter Milan,Bukayo Saka,34,91.65,33.69,saved,open_play,bicycle_kick
29,2025-09-24,2025-26,Inter Milan,Arsenal,Nicolo Barella,55,70.25,69.78,missed,corner,left_foot
29,2025-09-24,2025-26,Inter Milan,Arsenal,André Onana,74,86.14,56.17,missed,open_play,left_foot
29,2025-09-24,2025-26,Inter Milan,Arsenal,Matteo Darmian,55,73.26,74.49,goal,corner,right_foot
29,2025-09-24,2025-26,Inter Milan,Arsenal,Yann Bissuma,19,76.43,48.39,missed,open_play,right_foot
29,2025-09-24,2025-26,Inter Milan,Arsenal,Marcus Thuram,76,78.94,68.86,missed,penalty,right_foot
29,2025-09-24,2025-26,Inter Milan,Arsenal,Federico Dimarco,28,65.11,56.57,saved,free_kick,bicycle_kick
29,2025-09-24,2025-26,Inter Milan,Arsenal,Alessandro Bastoni,60,95.0,47.55,goal,corner,bicycle_kick
29,2025-09-24,2025-26,Inter Milan,Arsenal,Marcus Thuram,81,82.21000000000001,31.34,saved,free_kick,bicycle_kick
29,2025-09-24,2025-26,Inter Milan,Arsenal,Lautaro Martínez,29,78.7,61.86,saved,corner,right_foot
29,2025-09-24,2025-26,Inter Milan,Arsenal,Alessandro Bastoni,66,62.16,38.56,saved,counter_attack,right_foot
29,2025-09-24,2025-26,Inter Milan,Arsenal,Henrikh Mkhitaryan,67,92.17,33.82,saved,counter_attack,left_foot
29,2025-09-24,2025-26,Inter Milan,Arsenal,Matteo Darmian,79,91.95,54.41,goal,counter_attack,bicycle_kick
29,2025-09-24,2025-26,Inter Milan,Arsenal,Marcus Thuram,66,83.17,49.81,blocked,corner,header
29,2025-09-24,2025-26,Inter Milan,Arsenal,Marcus Thuram,55,77.3,67.25,saved,counter_attack,header
29,2025-09-24,2025-26,Inter Milan,Arsenal,Henrikh Mkhitaryan,45,68.2,22.07,goal,counter_attack,right_foot
30,2025-09-26,2025-26,RB Leipzig,Liverpool,Yussuf Poulsen,9,73.01,47.44,saved,open_play,bicycle_kick
30,2025-09-26,2025-26,RB Leipzig,Liverpool,Xaver Schlager,15,78.33,77.47,blocked,corner,right_foot
30,2025-09-26,2025-26,RB Leipzig,Liverpool,Yussuf Poulsen,30,73.57,44.42,saved,open_play,header
30,2025-09-26,2025-26,RB Leipzig,Liverpool,Xaver Schlager,13,79.7,65.58,blocked,open_play,header
30,2025-09-26,2025-26,RB Leipzig,Liverpool,Dani Olmo,1,75.16,76.39,missed,penalty,header
30,2025-09-26,2025-26,RB Leipzig,Liverpool,Emil Forsberg,42,67.46,18.76,saved,open_play,bicycle_kick
30,2025-09-26,2025-26,RB Leipzig,Liverpool,Willi Orbán,12,61.35,55.3,goal,penalty,header
30,2025-09-26,2025-26,RB Leipzig,Liverpool,Marcel Halstenberg,50,83.26,54.46,blocked,corner,header
30,2025-09-26,2025-26,RB Leipzig,Liverpool,Xaver Schlager,10,74.11,34.45,saved,open_play,header
30,2025-09-26,2025-26,RB Leipzig,Liverpool,Emil Forsberg,1,88.45,53.41,blocked,open_play,right_foot
30,2025-09-26,2025-26,RB Leipzig,Liverpool,Péter Gulácsi,66,66.12,63.13,missed,counter_attack,left_foot
30,2025-09-26,2025-26,RB Leipzig,Liverpool,Loïs Openda,4,48.2,48.28,goal,open_play,bicycle_kick
30,2025-09-26,2025-26,RB Leipzig,Liverpool,Loïs Openda,74,55.46,29.66,missed,open_play,left_foot
30,2025-09-26,2025-26,RB Leipzig,Liverpool,Dani Olmo,25,95.0,20.63,missed,penalty,bicycle_kick
30,2025-09-26,2025-26,RB Leipzig,Liverpool,Mohamed Simakan,8,78.63,42.89,missed,corner,header
30,2025-09-26,2025-26,RB Leipzig,Liverpool,Xaver Schlager,63,38.64,36.34,missed,open_play,right_foot
30,2025-09-26,2025-26,Liverpool,RB Leipzig,Ibrahima Konaté,13,80.91,65.6,missed,open_play,header
30,2025-09-26,2025-26,Liverpool,RB Leipzig,Luis Díaz,28,56.48,80.59,missed,penalty,bicycle_kick
30,2025-09-26,2025-26,Liverpool,RB Leipzig,Diogo Jota,16,73.75,36.42,saved,open_play,right_foot
30,2025-09-26,2025-26,Liverpool,RB Leipzig,Trent Alexander-Arnold,38,52.57,14.24,missed,penalty,header
30,2025-09-26,2025-26,Liverpool,RB Leipzig,Alexis Mac Allister,77,61.36,70.65,missed,open_play,right_foot
30,2025-09-26,2025-26,Liverpool,RB Leipzig,Ibrahima Konaté,75,60.19,79.44,saved,counter_attack,header
30,2025-09-26,2025-26,Liverpool,RB Leipzig,Trent Alexander-Arnold,58,84.59,40.49,goal,open_play,right_foot
30,2025-09-26,2025-26,Liverpool,RB Leipzig,Mohamed Salah,46,80.03999999999999,24.81,blocked,open_play,left_foot
30,2025-09-26,2025-26,Liverpool,RB Leipzig,Darwin Núñez,15,69.35,45.68,missed,counter_attack,bicycle_kick
30,2025-09-26,2025-26,Liverpool,RB Leipzig,Dominic Szoboszlai,4,88.62,55.92,goal,open_play,left_foot
30,2025-09-26,2025-26,Liverpool,RB Leipzig,Dominic Szoboszlai,24,85.14,63.0,missed,corner,bicycle_kick
30,2025-09-26,2025-26,Liverpool,RB Leipzig,Trent Alexander-Arnold,3,61.88,64.15,goal,open_play,bicycle_kick
30,2025-09-26,2025-26,Liverpool,RB Leipzig,Ibrahima Konaté,47,72.46000000000001,44.18,missed,open_play,header
30,2025-09-26,2025-26,Liverpool,RB Leipzig,Trent Alexander-Arnold,40,71.96000000000001,45.27,missed,counter_attack,header
31,2025-09-26,2025-26,Barcelona,Manchester United,Ferran Torres,29,72.36,59.01,saved,counter_attack,right_foot
31,2025-09-26,2025-26,Barcelona,Manchester United,Jordi Alba,70,60.63,70.88,blocked,open_play,header
31,2025-09-26,2025-26,Barcelona,Manchester United,Ousmane Dembélé,10,70.12,42.44,saved,open_play,left_foot
31,2025-09-26,2025-26,Barcelona,Manchester United,Jules Koundé,52,84.94,40.39,blocked,free_kick,right_foot
31,2025-09-26,2025-26,Barcelona,Manchester United,Ferran Torres,52,82.12,19.62,saved,free_kick,bicycle_kick
31,2025-09-26,2025-26,Barcelona,Manchester United,Pedri,49,68.54,39.8,goal,counter_attack,header
31,2025-09-26,2025-26,Barcelona,Manchester United,Sergio Busquets,27,79.96,58.94,goal,counter_attack,header
31,2025-09-26,2025-26,Barcelona,Manchester United,Robert Lewandowski,87,82.34,48.84,saved,free_kick,header
31,2025-09-26,2025-26,Barcelona,Manchester United,Gavi,27,79.95,0.0,blocked,free_kick,bicycle_kick
31,2025-09-26,2025-26,Barcelona,Manchester United,Jules Koundé,82,64.7,50.14,saved,corner,bicycle_kick
31,2025-09-26,2025-26,Barcelona,Manchester United,Gavi,78,87.17,33.86,missed,open_play,bicycle_kick
31,2025-09-26,2025-26,Barcelona,Manchester United,Jules Koundé,35,79.33,76.65,blocked,corner,left_foot
31,2025-09-26,2025-26,Barcelona,Manchester United,Jordi Alba,44,89.5,37.27,blocked,open_play,header
31,2025-09-26,2025-26,Barcelona,Manchester United,Ousmane Dembélé,75,62.67,64.67,blocked,free_kick,header
31,2025-09-26,2025-26,Barcelona,Manchester United,Ronald Araújo,80,68.79,53.96,saved,open_play,bicycle_kick
31,2025-09-26,2025-26,Barcelona,Manchester United,Ferran Torres,4,70.93,47.48,missed,open_play,left_foot
31,2025-09-26,2025-26,Barcelona,Manchester United,Ter Stegen,1,73.53,42.09,missed,open_play,header
31,2025-09-26,2025-26,Barcelona,Manchester United,Gavi,54,64.6,44.26,saved,open_play,header
31,2025-09-26,2025-26,Manchester United,Barcelona,Scott McTominay,47,69.34,57.26,goal,free_kick,left_foot
31,2025-09-26,2025-26,Manchester United,Barcelona,Alejandro Garnacho,72,85.15,55.81,missed,free_kick,bicycle_kick
31,2025-09-26,2025-26,Manchester United,Barcelona,Aaron Wan-Bissaka,86,59.55,44.76,missed,open_play,bicycle_kick
31,2025-09-26,2025-26,Manchester United,Barcelona,Aaron Wan-Bissaka,4,92.07,55.92,missed,counter_attack,right_foot
31,2025-09-26,2025-26,Manchester United,Barcelona,Antony,86,95.0,44.03,missed,open_play,right_foot
31,2025-09-26,2025-26,Manchester United,Barcelona,Aaron Wan-Bissaka,79,77.99,28.6,saved,counter_attack,right_foot
31,2025-09-26,2025-26,Manchester United,Barcelona,Antony,71,75.36,62.86,missed,counter_attack,left_foot
31,2025-09-26,2025-26,Manchester United,Barcelona,Bruno Fernandes,36,63.38,17.46,goal,open_play,header
31,2025-09-26,2025-26,Manchester United,Barcelona,Scott McTominay,83,95.0,65.95,goal,corner,right_foot
31,2025-09-26,2025-26,Manchester United,Barcelona,Alejandro Garnacho,57,81.95,64.05,goal,penalty,right_foot
31,2025-09-26,2025-26,Manchester United,Barcelona,Scott McTominay,31,85.71000000000001,56.01,goal,open_play,header
31,2025-09-26,2025-26,Manchester United,Barcelona,Casemiro,10,75.85,41.69,blocked,penalty,header
31,2025-09-26,2025-26,Manchester United,Barcelona,Antony,12,88.65,53.03,missed,free_kick,right_foot
31,2025-09-26,2025-26,Manchester United,Barcelona,Alejandro Garnacho,67,74.07,80.49,goal,penalty,bicycle_kick
31,2025-09-26,2025-26,Manchester United,Barcelona,Aaron Wan-Bissaka,23,70.18,94.54,goal,penalty,header
31,2025-09-26,2025-26,Manchester United,Barcelona,André Onana,23,92.95,31.49,saved,free_kick,header
31,2025-09-26,2025-26,Manchester United,Barcelona,Antony,90,83.27,41.52,blocked,open_play,left_foot
32,2025-09-24,2025-26,AC Milan,Real Madrid,Davide Calabria,54,78.86,37.55,goal,open_play,left_foot
32,2025-09-24,2025-26,AC Milan,Real Madrid,Christian Pulisic,27,70.0,72.64,saved,penalty,header
32,2025-09-24,2025-26,AC Milan,Real Madrid,Davide Calabria,77,67.86,67.67,missed,open_play,header
32,2025-09-24,2025-26,AC Milan,Real Madrid,Rafael Leão,67,60.32,61.93,saved,penalty,left_foot
32,2025-09-24,2025-26,AC Milan,Real Madrid,Davide Calabria,38,64.28,47.12,saved,counter_attack,right_foot
32,2025-09-24,2025-26,AC Milan,Real Madrid,Mike Maignan,57,73.42,57.38,missed,open_play,right_foot
32,2025-09-24,2025-26,AC Milan,Real Madrid,Alessandro Florenzi,89,88.44,48.59,goal,open_play,left_foot
32,2025-09-24,2025-26,AC Milan,Real Madrid,Mike Maignan,57,75.04,42.67,missed,open_play,right_foot
32,2025-09-24,2025-26,AC Milan,Real Madrid,Mike Maignan,81,79.81,49.27,saved,open_play,right_foot
32,2025-09-24,2025-26,AC Milan,Real Madrid,Théo Hernández,70,61.93,40.38,goal,open_play,bicycle_kick
32,2025-09-24,2025-26,AC Milan,Real Madrid,Ismael Bennacer,70,77.64,53.75,goal,open_play,bicycle_kick
32,2025-09-24,2025-26,AC Milan,Real Madrid,Olivier Giroud,49,78.7,59.77,saved,corner,right_foot
32,2025-09-24,2025-26,AC Milan,Real Madrid,Christian Pulisic,6,82.23,31.14,missed,penalty,header
32,2025-09-24,2025-26,AC Milan,Real Madrid,Christian Pulisic,28,77.54,50.47,missed,open_play,left_foot
32,2025-09-24,2025-26,Real Madrid,AC Milan,Eduardo Camavinga,23,70.38,22.12,blocked,corner,right_foot
32,2025-09-24,2025-26,Real Madrid,AC Milan,Luka Modrić,39,58.41,32.53,saved,open_play,left_foot
32,2025-09-24,2025-26,Real Madrid,AC Milan,Aurélien Tchouaméni,60,56.1,0.0,blocked,corner,bicycle_kick
32,2025-09-24,2025-26,Real Madrid,AC Milan,Aurélien Tchouaméni,46,75.44,55.17,goal,penalty,left_foot
32,2025-09-24,2025-26,Real Madrid,AC Milan,Rodrygo Goes,78,57.63,72.3,blocked,counter_attack,right_foot
32,2025-09-24,2025-26,Real Madrid,AC Milan,Antonio Rüdiger,67,95.0,88.78,missed,free_kick,bicycle_kick
32,2025-09-24,2025-26,Real Madrid,AC Milan,Kylian Mbappé,73,85.17,42.26,goal,open_play,header
32,2025-09-24,2025-26,Real Madrid,AC Milan,Federico Valverde,71,44.94,36.63,missed,corner,right_foot
32,2025-09-24,2025-26,Real Madrid,AC Milan,Lucas Vázquez,74,93.75,32.13,missed,open_play,bicycle_kick
32,2025-09-24,2025-26,Real Madrid,AC Milan,Lucas Vázquez,50,57.21,77.92,saved,open_play,left_foot
32,2025-09-24,2025-26,Real Madrid,AC Milan,Federico Valverde,7,69.53999999999999,22.6,saved,corner,header
32,2025-09-24,2025-26,Real Madrid,AC Milan,Eduardo Camavinga,44,72.03,48.41,missed,open_play,header
32,2025-09-24,2025-26,Real Madrid,AC Milan,Federico Valverde,57,85.42,61.96,goal,free_kick,left_foot
32,2025-09-24,2025-26,Real Madrid,AC Milan,Nacho Fernández,43,82.56,58.15,goal,penalty,bicycle_kick
32,2025-09-24,2025-26,Real Madrid,AC Milan,Toni Kroos,52,67.15,65.22,missed,corner,bicycle_kick
32,2025-09-24,2025-26,Real Madrid,AC Milan,Federico Valverde,16,81.87,9.84,goal,free_kick,header
32,2025-09-24,2025-26,Real Madrid,AC Milan,Rodrygo Goes,53,69.26,78.71,blocked,counter_attack,right_foot
32,2025-09-24,2025-26,Real Madrid,AC Milan,Lucas Vázquez,9,91.48,19.4,blocked,free_kick,bicycle_kick
32,2025-09-24,2025-26,Real Madrid,AC Milan,Aurélien Tchouaméni,22,54.47,61.12,goal,penalty,left_foot
32,2025-09-24,2025-26,Real Madrid,AC Milan,Jude Bellingham,20,76.37,41.15,saved,corner,bicycle_kick
32,2025-09-24,2025-26,Real Madrid,AC Milan,Luka Modrić,1,59.59,53.44,missed,open_play,left_foot
32,2025-09-24,2025-26,Real Madrid,AC Milan,Kylian Mbappé,76,59.3,55.52,saved,open_play,right_foot
33,2025-09-26,2025-26,Paris Saint-Germain,Napoli,Neymar,9,87.15,65.64,missed,counter_attack,header
33,2025-09-26,2025-26,Paris Saint-Germain,Napoli,Ousmane Dembélé,83,69.67,31.61,blocked,open_play,left_foot
33,2025-09-26,2025-26,Paris Saint-Germain,Napoli,Vitinha,68,76.69,59.75,goal,open_play,header
33,2025-09-26,2025-26,Paris Saint-Germain,Napoli,Achraf Hakimi,88,75.92,69.55,blocked,counter_attack,right_foot
33,2025-09-26,2025-26,Paris Saint-Germain,Napoli,Gianluigi Donnarumma,5,66.42,42.08,blocked,penalty,right_foot
33,2025-09-26,2025-26,Paris Saint-Germain,Napoli,Ousmane Dembélé,14,94.28,78.54,missed,penalty,bicycle_kick
33,2025-09-26,2025-26,Paris Saint-Germain,Napoli,Mário Hermoso,63,84.18,38.5,blocked,corner,bicycle_kick
33,2025-09-26,2025-26,Paris Saint-Germain,Napoli,Neymar,29,93.11,27.84,blocked,penalty,bicycle_kick
33,2025-09-26,2025-26,Paris Saint-Germain,Napoli,Achraf Hakimi,78,56.9,6.1,missed,counter_attack,bicycle_kick
33,2025-09-26,2025-26,Paris Saint-Germain,Napoli,Kylian Mbappé,82,80.23,39.46,blocked,open_play,right_foot
33,2025-09-26,2025-26,Paris Saint-Germain,Napoli,Nicolás González,39,87.57,34.89,saved,penalty,right_foot
33,2025-09-26,2025-26,Paris Saint-Germain,Napoli,Nicolás González,48,78.1,62.33,goal,corner,right_foot
33,2025-09-26,2025-26,Paris Saint-Germain,Napoli,Marquinhos,24,49.27,34.31,goal,counter_attack,left_foot
33,2025-09-26,2025-26,Paris Saint-Germain,Napoli,Achraf Hakimi,86,51.4,45.49,missed,counter_attack,right_foot
33,2025-09-26,2025-26,Paris Saint-Germain,Napoli,Nicolás González,36,87.02,31.38,goal,counter_attack,right_foot
33,2025-09-26,2025-26,Paris Saint-Germain,Napoli,Ousmane Dembélé,37,81.11,39.38,saved,open_play,right_foot
33,2025-09-26,2025-26,Napoli,Paris Saint-Germain,Alex Meret,90,71.8,55.24,saved,open_play,header
33,2025-09-26,2025-26,Napoli,Paris Saint-Germain,Victor Osimhen,85,58.12,72.19,saved,corner,right_foot
33,2025-09-26,2025-26,Napoli,Paris Saint-Germain,Alex Meret,61,88.33,65.11,goal,open_play,left_foot
33,2025-09-26,2025-26,Napoli,Paris Saint-Germain,Mário Rui,69,74.36,40.87,goal,counter_attack,bicycle_kick
33,2025-09-26,2025-26,Napoli,Paris Saint-Germain,Matteo Politano,8,62.54,51.79,goal,open_play,left_foot
33,2025-09-26,2025-26,Napoli,Paris Saint-Germain,Matteo Politano,75,70.03,62.31,missed,corner,bicycle_kick
